1,I2C1,,QMC5883L
2,I2C1,,TLV493D-A1B6
3,I2C1,,TLV493D-A1B6
4,I2C2,,QMC5883L
5,I2C2,,TLV493D-A1B6
6,I2C2,,TLV493D-A1B6
7,I2C3,,TLV493D-A1B6
8,I2C3,,TLV493D-A1B6
